plate,review_reason_code,customer_meaning,reviewer_comments,status
EBITDAM,2,IT IS A FINANCE REFERENCE,DAM; true------->,Y
EDM13,2,QUICKWEB UNAVAILABLE,13,N
FCK9TO5,3,"CUSTOMER STATED ""NO MEANING""",FUCK,N
FYCOUCH,2,"FY IS THE POST CODE AREA FOR BLACKPOOL, ENGLAND AND COUCH IS THE STREET NAME WHERE MY FAMILY IS FROM.",FUCK YO COUCH,N
GUNTUR,2,A PLACE IN INDIA,GUN,Y
IEAT GTS,1,CAR ENTHUSIAST PLATE,I EAT GUTS,N
IM86N U,2,HUMOR,"86= TO REMOVE, TO KILL, TO ERADICATE",N
JAKITAC,2,"J AKITA C, JC ARE MY INITIALS, AKITA IS MY DOGS & FAVORITE BREED.",JAK ATTACK,Y
JAPLRO2,2,QUICKWEB UNAVAILABLE,"JAP; current, no JAPLRO1",N
JT 88 KT,2,QUICKWEB UNAVAILABLE,88,N
KAHLON B,2,LAST NAME REPRESENTING DRIVER,STAND ALONE B; last initial B,Y
KAZ SS,2,QUICKWEB UNAVAILABLE,SS; no chevy,N
KA 18,2,DAUGHTERS INITIAL AND THEIR BIRTHDAY,18,N
KKK YU,2,"KIS MY FIRST INITIAL, YU IS MY LAST NAME. KYU WAS TAKEN ALREADY, SO I CHOSE KKK YU MEANS K YU",KKK,N
KO8E824,5,LAKERS,8 FOR B; KOBE824 current,N
KTTYMAN,1,KITTY MAN,KITTY MAN,N
L2ROP14,2,NAME & DATE,14,N
MEHRA G,2,QUICKWEB UNAVAILABLE,STAND ALONE G; no G name,Y
MERCEVA,2,CARAGE,MERC = KILL,Y
MHP J13,2,OWNER ID,13,N
MON911C,5,MY 911 PORSCHE CARRERA,911; can’t see ANI,Y
MPR 13,2,MY CAR IS A MOPAR 13,13; 13 Dodge on ANI,Y
MUSIC13,2,LOVE OF MUSIC,13,N
NANCY D,1,NANCY DOWD,STAND ALONE D; true---------->,Y
NO FJ 4U,2,"""NO FJ CRUISER FOR YOU"". TOYOTA STOPPED MAKING THE VEHICLE IN 2014 SO 
THIS LICENSE IS HAS A SUBTLE MEANING THAT THERE ARE NO MORE NEW FJ 
CRUISERS TO BUY.",4U; Toyotas on ANI,Y
PACMUUL,3,TRUCK FOR LOADING STUFF,DRUG MULE; PACMULE current,Y
POO2TAZ,2,QUICKWEB UNAVAILABLE,POO,N
P4688LI,2,MY LINCENSE,88,Y
ROKN8O5,2,ROCK AND ROLL IN THE 805 AREA CODE,805,N
SD TRD,2,SD STANDS FOR SAN DIEGO AND TRD STANDS FOR TOYOTA RACING DEVELOPMENT.,TRD= TURD,Y
SEEUH8N,2,JEALOUSY,HATING,N
SHE THIC,1,I OWN A 72' BEETLE HER NAME IS NIKKI AND SHE IS VERY WIDE,SHE THICK,N
STAYO LN,2,STAY IN YOUR LANE,STAY IN YOUR LANE,N
STCH BCH,2,ST. CHARLES BEACH. FAVOROTE VACATION SPOT,STICH BITCH,N
TEOT1A,12,OWNER'S FAMILY NAME,TEOTIA on ANI,N
TOMA8ER,1,RED TRUCK.,ATE HER,Y
TRUMPPP,2,OUR PRESIDENT,POLITICAL ,N
UTOOSLW,2,SELF EXPLANATORY. FUNNY,YOU TOO SLOW,N
UWRNTHR,2,QUICKWEB UNAVAILABLE,YOU WERENT HERE,Y
WET BUSH,2,A GARDENING TERM,WET PUSSY,N
WYATT 69,1,WYATT'S 69 CHEVY NOVA,no 69 on ANI,N
XLHO289,2,QUICKWEB UNAVAILABLE,EXTRA LARGE HO,N
1CHPDTA,5,PHOTOGRAPHY NAME,CHP,N
1MOTO4,2,QUICKWEB UNAVAILABLE,14,N
13 BAAP,2,YOUR FATHER,13,N
2 BEARMS,2,SECOND AMENDMENT,BEAR ARMS,Y
2EASY4U,2,TWO EASY FOR YOU,2 EASY FOR YOU,Y
2FHRITP,2,TO FATHER HENRY REST IN TOTAL PEICE,FUCK HER RIGHT IN THE PUSSY,N
2HT4HEL,2,AN INSIDE JOKE WITH MY FAMILY,2 HOT FOR HELL,Y
8O888,2,CONTINUE WEALTH,88,N
8 SBP 8,2,88 ARE LUCKY NUMBERS.  SBP IS THE FIRST NAME OF MY WIFE AND MY INITIALS,88,N
88 KC,2,QUICKWEB UNAVAILABLE,88,N
89MEV13,2,BIRTH YEAR BIRTH DATE,13,N
96 SS 1,2,QUICKWEB UNAVAILABLE,SS,Y
96 SS 2,2,QUICKWEB UNAVAILABLE,SS,Y
R3VIVAL,5,QUICKWEB UNAVAILABLE,3 FOR E,N
#H8IN,2,QUICKWEB UNAVAILABLE,STOP HATING,N
AL$HA88,2,ALOHA 1988,88,N
BBW$RED,2,BIG BAD WOLF LOVES RED,RED AND BBW,Y
E&T5HIT,2,"MY BEST FRIENDS ERIC AND TOM ALWAYS MEET ME AT OUR FAVORITE SPORTS BAR ""HIT"" AT 5 OCLOCK",EAT SHIT,N
BUD B,2,MY NAME,STANDALONE B,Y
BISHNO1,2,NAME,BISH IS SLANG FOR BITCH,N
DY N DBT,2,,DY= DIE,N
PLATNM G,2,DIE IN DEBT,STANDALONE G,Y
XXX LAID,1,"THIS IS GOING ON MY CADILLAC ESCALADE.THE XXX IS FROM THE MOVIE, AND LAID IS ADDED TO PRONOUNCE THE VEHICLES NAME.   IMTRYING TO BE UNIQUE WHERE THE CARS NAME INTO THE LIC PLAT",XXX,N
18 GTS,2,2018 GTS,18,Y
BRAVO 88,2,QUICKWEB UNAVAILABLE,88,N
AYALA14,2,MY LASTNAME AND FAVORITE NUMBER,14=GANG,N
AZTK415,2,A LOCAL ANCESTRAL TRIBE BEFORE COLONIZERS AND CRUSAIDERS,415=AREA CODE,N
BJ 777,1,B MEANING BINA AS MY SPOUSE NAME J MEANING JULIUS AS MY FIRST NAME 7 MEANING PERFECT NUMBER IN THE BIBBLE,BJ=BLOWJOB,N
BUDMORE,2,PLATE IS GOING ON A 2013 BOSS 302 MUSTANG BUD MOORE DEVELOPED THE ORIGINAL CAR IN 1970,DRUG REFERENCE,Y
BYNDR 13,2,BYNDR 13,13=GANG,N
CRVTETR,1,CORVETTE EATER I OWN A DODGE VIPER,CORVETTE EATER,N
C18ARTY,2,ARMY UNIT FROM VIETNAM,18=GANG,Y
DAM KAT,1,MY CHILDREN NAMES DAMIAN AND KATHERINE,DAMN,N
DAM4ANR,4,NOT ON QUICK WEB,DAMN FOREIGNER,N
DEAD 1,2,NOT ON QUICK WEB,DEAD ONE,N
DONINME,1,DONING ME,DOING ME?,N
DSHOCKR,1,NICKNAME,SHOCKER=VULGAR SEXUAL TERM,N
GMZ JH88,2,,88=GANG,N
GUITO,2,ABBREVIATION OF NAME IN SPANISH,RACIAL; DEROGATORY TOWARDS ITALIANS,N
HUUCK IT,3,"TO JUMP A VEHICLE, TO HUCK, PHRASE COMMONLY USED IN OFFROADING COMMUNITY",TRYING TO SAY FUCK IT,N
IDOODY,2,THAT'S MY PSN NAME,DOODY=SHIT; VULGAR,N
I8888,2,,88=GANG,N
JH GZ 88,2,,88=GANG,N
JKM 13,2,,13=GANG,N
KNOB,1,NOT ON QUICK WEB,SLANG FOR PENIS,N
LOKILLA,2,PERSONALITY,KILLA; HOSTILE,N
LOW SOL,3,NOT ON QUICK WEB,SOL=SHIT OUT OF LUCK,Y
LSC2KIL,2,NOT ON QUICK WEB,KILL; HOSTILE,N
LUIS51O,2,NOT ON QUICK WEB,510=AREA CODE,N
MXSLYER,2,MUSIC SLAYER-REFERENCE TO POST PRODUCTION TYPE OF WORK. MX IS SUFFIX FOR MUSIC IN POST PRODUCTION BUSINESS.,MEXICAN SLAYER; HOSTILE,N
MYBZ AB,3,MY BRATZ ALEXIS N BONNIE,BZ=BEEZY=BITCH,N
M4 DINNER,2,NOT ON QUICK WEB,M4=GUN,N
O2SSOO2,2,NOT ON QUICK WEB,SS=GANG (NO CHEVY ON RECORD),N
QUETHE F,3,"WHERE IS THE FOCUS, PHOTOGRAPHY",QUE THE FUCK=WHAT THE FUCK,N
SAFTB 69,1,A NAME PLUS A JERSEY NUMBER WORN BACK IN HIGH SCHOOL,69=SEXUAL,N
SKN65MF,3,I AM A SKINNY 6 FOOT 5 MAJOR FORCE. BEEN A NICK NAME SINCE HIGH SCHOOL,MF=MOTHER FUCKER,N
TITE AF,3,"TIGHT AUTO-FOCUS. I WORK ON AUTO-FOCUS ALGORITHMS FOR DIGITAL CAMERAS, AND SOMETIMES USE THE CAR FOR MY JOB, SO THIS WILL BE FITTING.",TIGHT AS FUCK,N
TNT SSRI,2,TYPE OF VEHICLE IS A DYNAMITE ANTIDEPRESSANT,TNT,N
TRILL AF,3,"TRILL IS A COMBINATION OF THE WORD ""TRUE"" AND ""REAL"" AND A IS FOR MY FIRST NAME F IS MY GIRLFRIEND'S FIRST NAME.",AF=AS FUCK,N
TUNGDRT,1,TONGUE DART=IS A FLY FISHERMANS SAYING FOR CASTING A STREAMER OR A LARGE FLY IN A RIVER,DIRTY TONGUE?,Y
UWILLUZ,2,YOU WILL LOSE PLATE IS GOING ON A SHOW CAR,YOU WILL LOSE; HOSTILE,N
XIVXVIX,2,19 15 4 IN ROMAN NUMERALS. ITS ALSO    SYMMETRICAL,14=GANG,N
YOU DIED,2,IT'S A REFERENCE TO DARK SOULS,HOSTILE,N
25AP51O,2,"MY DAUGHTER'S BIRTHDAY, HER INITIALS AND OUR AREA CODE",AREA CODE,N
4151O SS,2,SAN FRANCISCO OAK-CAR MODEL,SAN FRANCISCO AREA CODE,Y
8JUAN8,2,ITS MY NAME AND YEAR AND WHERE I WAS BORN SAN FERNADO VALLEY THE AREA CODE.,88=GANG,N
818CBRA,2,CAR MODEL AND AREA WHERE I GREW UP,AREA CODE,N
82AF1,3,NOT ON QUICK WEB,AF=AS FUCK,Y
PHILLY G,2,NOT ON QUICK WEB,G=GANG,Y
PORKY O7,2,NOT ON QUICK WEB,DEGRADING,Y
RYDA DYE,2,NOT ON QUICK WEB,RIDE OR DIE; RIDER DIE,N
WCHOKU$,2,WEST COAST STAR,CHOKE YOU,N
CRKBOYS,2,CREEK BOYS,CRACK BOYS; GANG,Y
DRTDINK,4,DIRTY D IS THE DELTA INK IS ISAAC N KERI,DIRTY DINK; RACIAL SLUR TOWARDS VIETNAMESE,N
JAIRE K2,2,NOT ON QUICK WEB,K2=SYNTHETIC MARIJUANA,N
LTT 8888,2,NOT ON QUICK WEB,88=GANG,N
MERC1RX,2,MERCURY 1 PRESCRIPTION,MERC=KILL; RX=PRESCRIPTIONS,N
BEACH HO,2,NOT ON QUICK WEB,HO,N
RIP JLT,2,MEMORIAL FOR MY FRIEND JAMES WHO PASSED AWAY,REST IN PEACE; HOSTILE,Y
187GLYD,2,187 MEANS MURDERED OUT PAINT OR ALL BLACKED OUT AS IN A PAINT PARTS ETC IN THE CUSTOM MOTORCYCLE SCENE; GLYD MEANS THE MODEL OF HARLEY DAVIDSON I HAVE A 2013 ROAD GLIDE.,187=MURDER,N
WOODY11,1,NICKNAME AND BIRTHDAY,WOODY=SEXUAL,N
ALABERG,3,TO THE MOUNTAIN/HILL,"""A LA VERGA"" - PROFANE. IT MEANS ""TO THE DICK"" OR ""FUCK OFF"" IN SPANISH",N
BAE WRX,3,"BEFORE ANYONE ELSE ""BAE"" WRX IS A TYPE OF CAR MODEL","BAE - VULGAR. ACCORDING TO U/D, BAE IS POOP IN DANISH.",Y
BBLOWME,1,TRUCK HAS A BLOWER ON IT,BITCH BLOW ME - SEXUAL,N
BLCKBAE,3,BLACK BABY BLACK GIRLFRIEND OR BOYFRIEND,"BAE - VULGAR. ACCORDING TO U/D, BAE IS POOP IN DANISH.",Y
BOSS428,2,BIG BLOCK 428 MOTOR,BOSS - GANG,Y
BYB 8888,2,*NOTHING IN QUICK WEB,88 - HOSTILE,N
CES 2SS,2,MY FIRST NAME CESARIO THE 2SS FOR THE MODEL OF MY CAR 2SS CAMARO,SS - HOSTILE. THERE IS A 2010 CAMARO SS ON ANI.,Y
CHEYO G,2,NICKNAME,G - GANG,N
DANK CO,7D,ITS MY COMPANY NAME. DANK COMPANY. WE ARE A FOOD COMPANY,DANK/MARIJUANA - DRUG,N
DIGOROL,1,THE FIRST LETTER OF MY KIDS NAME,INDONESIAN PORN - SEXUAL,N
DL44 4U,2,HAN SOLO SHOT GREEDO FIRST THE PERFECT LICENSE PLATE FOR THE MILLENNIUM FALCON,DL44 FOR YOU - HOSTILE. DL-44 HEAVY BLASTER PISTOL FROM STARWARS.,Y
FK YR V8,2,ITS A V8 CAR COMPANY,FUCK YOUR V8 - HOSTILE,N
GLF ATK,2,*NOTHING IN QUICK WEB,ATK/ATTACK - HOSTILE,Y
GOATDDY,2,GOAD DADDY,GO AT DADDY - HOSTILE,Y
IBSHRTY,3,*NOTHING IN QUICK WEB,SHITTY - VULGAR,Y
IRON858,2,"IRON IS FOR MY PASSION FOR WEIGHTLIFTING, AND 858 IS THE AREA CODE FOR SAN DIEGO, WHERE I GREW UP.",858 AREA CODE,N
JAKAGV S,3,FAMILIES INITIAL,STANDALONE S - VULGAR,Y
JIZZZYP,1,FAMILY NICK NAME.,JIZZ/SPERM - SEXUAL,N
KRYOLIN,7D,DAUGHTER'S NICK NAME,CZECH FOR CRYSTALLINE/PURE THC CONCENTRATE - DRUG,Y
LDYJEFE,2,LADY BOSS,JEFE/BOSS - GANG,Y
LIVN8O5,2,LIVE IN THE 805,805 AREA CODE,N
LMAO NO,3,"LOST ME AT ORLANDO, NO.",LAUGHING MY ASS OFF - PROFANE,N
LV DD S,1,FARTHER -SON,LOVE DOUBLE D'S - SEXUAL,N
MERCSTR,2,CAR IS A MERCURY,MERC/MERCENARY - HOSTILE. THERE IS A 1950 MERCURY ON ANI.,Y
METL AF,3,METAL ART FRAMES (HOBBY),METAL AS FUCK - PROFANE,N
M FEEZY,3,SLANG FOR BMW M5,"FEEZY SLANG FOR FUCK, OR MOTHER FUCKER - PROFANE. THERE IS A 2003 BMW M5 ON ANI.",Y
MILL4ME,1,MILLION DOLLARS FOR ME,MILF ME? - SEXUAL,Y
MOIZA14,2,MY FIRST AND LAST NAME AND 14 BECAUSE ITS MY SOCCER NUMBER,14 - GANG,N
MRM8LYF,1,MERMAID LIFE. MY WIFE LOVES MERMAIDS.,ATE LIFE - SEXUAL,Y
MYLIL5O,5,MY LITTLE 5.0 MUSTANG,50 - LAW ENFORCEMENT. NO FORD ON ANI.,Y
M13 CJR,2,"MY BROTHER AND I STARTED OUR VERY OWN COMPANY, M13, BACK IN 2016 AND ALSO WANTED TO ADD MY INITIALS ON THE PLATE, CJR, FOR A MORE PERSONALIZED TOUCH",13 - GANG. M13(MESSIER 13) IS A COMPANY IN LOS ANGELES WITH ONE OF THE FOUNDERS NAMED THE SAME AS THE CUSTOMER. CUSTOMER INITIALS ARE CJR.,N
OGS TRUK,2,*NOTHING IN QUICK WEB,OG - GANG,Y
PB 51O,2,PB=PUNJAB STATE,510 AREA CODE,N
RRAMMIT,1,"JUST BOUGHT A NEW DODGE RAM 2500 TRUCK, MY NEW MOTTO WILL BE JUST ""RAMMIT""",RAM IT - SEXUAL. THERE IS A 2017 RAM ON ANI.,N
RYANS V,1,ITS MY NAME AND ITS THE MODEL OF THE CAR,V/VAGINA - SEXUAL. THERE IS A 2011 CTS-V ON ANI.,Y
SAMOBCH,3,SANTA MONICA BEACH,SON OF BITCH - PROFANE,N
SHIG8KO,2,MY MIDDLE NAME,KO/KNOCKOUT - HOSTILE,Y
SKO DCKS,1,LETS GO DUCKS. FOR THE UNIVERSITY OF OREGON DUCKS.,SUCK ON DICKS - SEXUAL,N
SNOWKNG,7D,SNOW KING,COCAINE KING - DRUG,Y
SSOBTIP,3,NAME OF MY ANGLONUBIAN GOAT WAY BACK IN THE PHILIPPINES..,SOB/SON OF A BITCH - PROFANE. COULD BE PIT BOSS BACKWARDS,Y
STCKPSI,1,"MEANING ""STOCK BOOST PRESSURE"" THAT MY CAR IS FACTORY MADE",STICK PUSSY - SEXUAL,Y
SUMBCH7,3,SOME BEACH,"SOME BITCH, OR SON OF A BITCH - PROFANE",N
S14PAPI,2,S14 IS THE MODEL OF MY CAR.,14 - GANG. THERE IS A 1995 NISSAN 240SX ON ANI WHICH IS A 2ND GENERATION/S14 (1994-1998).,Y
T AN T,2,*NOTHING IN QUICK WEB,TNT - HOSTILE,Y
TATTED C,1,USERNAME,C/CUNT - SEXUAL,Y
TNT CJ7,2,*NOTHING IN QUICK WEB,TNT - HOSTILE,N
TRON415,2,TRON IS IN THE NAME OF THE CAR 415 IS THE AREA CODE,415 AREA CODE,N
URADFUS,2,INSIDE JOKE WITH FAMILY,YOU ARE A DOOFUS - HOSTILE,N
UR DADYY,2,STATING MY STATUS,YOUR DADDY - HOSTILE,N
VMPYR13,2,ITS HOW CUTE I AM..HEHE,13 - GANG,N
VOYGR 13,2,PLAY OFF OF 1970'S SPACE PROBES,13 - GANG,N
WLF BTR,2,"IT STANDS FOR ""WOLF BITER,"" WHICH IS A TERM FOR INDIVIDUALS THAT SUFFER FROM A TYPE OF OBSESSIVE COMPULSIVE DISORDER.","BTR/BEATER - HOSTILE. THE TERM ""WOLF BITER"" IS A TERM USED FOR PEOPLE THAT SUFFER FROM DERMATOPHAGIA.",N
WNGWAGN,1,OUR LAST NAME IS WANG. WE JUST UPGRADED FROM A COUPE TO AN SUV TO FIT OUR GROWING FAMILY.,WANG WAGON - SEXUAL. LAST NAME IS WANG. NO SUV ON ANI.,Y
1DEMON8,2,CAR TYPE,18 - HOSTILE. NO DODGE ON ANI.,N
1DIAZ3,2,LAST NAME,13 - GANG,N
2SJB13,2,*NOTHING IN QUICK WEB,13 - GANG,N
4KNDALL,3,NAME OF DAUGHTER,READS LIKE FUCKING DALL - VULGAR,Y
69 RUNIN,1,1969 CHEVELLE JUST GOT IT RUNING AFTER BEEN SITTING 20 YEARS,69 - SEXUAL. THERE IS A 1969 CHEVY ON ANI.,Y
WISCOKD,7D,*NOTHING IN QUICK WEB,COKED - DRUG,Y
SAMMSQD,2,MY FAMILY INITIALS PLUS SQUAD,SQUAD - GANG,Y
NNSTG8R,2,"INSTIGATOR - TIES IN WHAT I DO FOR WORK, INITIATING TASKS OTHERS DON'T BECAUSE IT TENDS TO ROCK THE BOAT. I'M A 'MOVER/SHAKER' BECAUSE I STIR THINGS UP WHEN ASKED TO BY UPPER MGMT.",INSTIGATOR - HOSTILE,Y
AZAD 88,2,*NOTHING IN QUICK WEB,88 - HOSTILE,N
MYAMPIE,1,MY AMERICAN PIE,MY MORNING VAGINA - SEXUAL,N
POLIC BX,5,POLICE BOX,POLIC/POLICE - LAW ENFORCEMENT,Y
SXSCRZY,1,SIDE BY SIDE CRAZY,SEX IS CRAZY - SEXUAL,N
TOYNIT,1,MY HUSBAND OWNS A TOY HAULER AND HE LOVES TO DIRT BIKE RIDE,TOYING IT - SEXUAL,Y
BCH7747,3,BRUCE C HAHN DOB 7/7/47 IN MEMORY OF DECEASED FATHER,BITCH - PROFANE,Y
LOWELFE,3,ITS A LOW RIDER BIKE.. LIVING THE LOW LIFE,LOW LIFE - VULGAR,Y
HOTUNA,1,NICKNAME,HO TUNA OR HOT TUNA - SEXUAL,N
AWE TTZ,1,AWE TOM TOM'S,TTZ,N
AW NUTS,1,"MY 5 YR OLD DAUGHTER'S FAVORITE EXPRESSION. SAME MEANING AS ""OH DARN""",NUTS; OH NUTS current,Y
A1 MBLCC,2,A1MOBILECARCARE,BLCC= BLOCK,Y
BAADD B,3,BAD BETTY,STANDALON B; BADB unacceptable,N
BA 11,3,FIRST AND MIDDLE NAME INITIALS AND FAVORITE NUMBER.,"BA= BAD ASS (Customers Name: NAJERA HERNA BYRON A); BA, BA2, BA3 unacceptable
BA4 current",Y
BGDD BRU,1,BIG DADDY BRU - ITS A NICKNAME,name Joe Alves Jr.,Y
BIGD RS7,1,PERSONAL NICKNAME,DBIG DICK; name is Darrick,Y
BLAQ 69,1,BLACK 69,69; no 69 on ANI,N
BOSS O5,2,OUR NAME IS BOSSARD AND WE ARE 5 PEOPLE IN THE FAMILY,BOSS,Y
BOSS 817,2,"BOSS = MY MOTHER
817 = HER DEATH ANIVERSARY
SHE LEFT ME MONEY TO BUY A CAR SO DEDICATE IT TO MY MOM",BOSS AND AREA CODE (Texas area code),Y
BRISC13,2,PARTIAL OF MY LAST NAME AND FAVORITE NUMBER,13,N
CHAQS,2,SHOP,CHAOS; CHAOS current,N
CH P 82,5,THAT'S IS MY NICK NAME,CHP; name Jose,Y
CHULISS,2,CHULIS,"SS; Cute, sexy in Spanish",Y
BZY8YZB,3,"BZY IS SHORT FOR THE NICKNAME MY MOM AND I CAME UP WITH FOR MY NEW CAR, BEEZY. ITS THE SAME LEFT TO RIGHT AS IT IS RIGHT TO LEFT. 8 IS MY FAVORITE NUMBER.",BZY=BEEZY= BITCH,Y
CJ6 ISH,3,IT LOOKS LIKE A JEEP CJ6,ISH= SHIT,Y
CONTIN1,3,FOR MY 71 ELCAMINO,CONTIN IS MORPHINE; CONTINI is current,N
CRSH JBE,2,"CRASH JIBE, A SAILING TERM THAT MEANS THE WIND HAS PASSED BEHIND THE BOAT AND CAUSES THE BOOM TO SWING RAPIDLY ACROSS. QUITE STARTLING.",CRUSH OR CRASH,Y
C R 510,2,MY FIST AND LAST NAME INTIALS AND AREA CODE,510 AREA CODE,N
C5ZZ D,2,"FORD PARTS CODES C=1960S 5=1965 
ZZ=MUSTANG D=ENGINE TYPE",STANDALON D,Y
DBULUNG,2,ARCHER TERM,DOUBLE LUNG; true --------------->,Y
DD CROW,1,THE CROW,DOUBLE D,Y
DDOGS HO,2,MY TRUCKS NAME,HO,N
DETHWNG,2,WORLD OF WARCRAFT CHARACTER. THE EARTH WARDER. CREATOR AND DESTRUCTOR OF THE EARTH,DEATH WING,Y
DILF 2,2,MY FIRST DOGGIES NAME,DAD ID LIKE TO FUCK; DILF1 unacceptable,N
DIVA BSS,2,FASHION DIVA BOSS,BOSS,Y
DL WTIT,1,DEAL WITH IT,TIT,Y
D MANZ,1,MY NAME DORMAN,STANDALONE D; true ----------------->,Y
DSLRNGR,1,1986 FORD RANGER DIESEL,DSL= DICK SUCKING LIPS; true-------------->,Y
D STRNG,1,"D IS THE FIRST INITIAL OF MY FIRST NAME AND STRNG IS SHORT FOR ARMSTRONG, MY LAST NAME",STANDALONE D; true----------->,Y
DUBD OG,2,DOUBLE DOG,OG,Y
DXING U,2,DIAGNOSING YOU,DICKING YOU OR DISSING YOU,N
EAT M RW,2,MY WIFE & I ARE VEGETARIANS AND WOULD LIKE TO PROMOTE A HEALTHIER DIET WITH MORE RAW VEGETABLES,EAT UM RAW; EATRAW unacceptable,N
EFU DEAN,3,ITS THE NAME OF MY CAT,EFU= FUCK YOU,N
ERF EATR,2,MY CAR EATS THE EARTH...ERF EATER,EATER,N
ESLB213,2,EAST SIDE LONG BEACH AND AREA CODE,213 AREA CODE,N
FANCIAF,3,BUSINESS NAME,FANCY AS FUCK,N
FASS CAR,3,FASTEST PRODUCTION CAR IN THE WORLD FOR MY 2018 DODGE DEMON.,ASS,Y
F CART,3,FRANCHISE PRINT SHOP CART,STANDALONE F,Y
FECL MTR,2,A SERVICE PROVIDED TO OUR CUSTOMERS,FECAL MATTER,N
FRS S7UT,2,NAME OF THE CAR,S7UT= SLUT; can’t see ANI,N
FXCUSES,3,FORGET THE EXCUSES,FUCK EXCUSES,N
GG LMAO,3,"GOOD GAME LAUGHING, SHOWS BUNCH OF LAUGHTER AND HILARITY WHILE BEING SPORTSMANLIKE",LMFO= LAUGH MY ASS OFF,N
GOUKI86,3,GOUKI IS MY FAVORITE STREET FIGHTER CHARACTER AND 86 IS THE CAR,GOUK= JACK ASS; GOUKI current,Y
G8 MOB,2,G8 MOB IS A GROUP OF PEOPLE THAT DRIVE THE SAME STYLE OF CAR (PONTIAC G8'S),MOB,N
H8WLMRT,2,MY FAVORITE STORE OF COURSE!,HATE,N
INDOGAL,3,"INDONESIAN GIRL, BECAUSE I'M FROM INDONESIA",INDO= WEED,Y
JS510,2,INITIALS,510 AREA CODE,N
LA DHARD,2,THIS IS THE NAME OF A LOS ANGELES CHARGERS FAN GROUP I RUN. THE LOS ANGELES CHARGERS DIEHARDS.,DIE HARD,Y
LCKYSOB,3,LUCKY SON OF BOB. (MY DAD),LUCKY SON OF A BITCH,N
LICNRIZ,1,OUR NAMES ARE LIZ AND RIC. FRIENDS CALL US LIC AND RIZ.,LICKIN,N
LLBLBOX,1,LITTLE BLUE BOX,BOX,Y
LOL RIP,2,"GAMER LANGUAGE FOR WHEN PLAYER TEAM OR AVATAR LOSES GAME, SAID IN GOOD SPIRIT",REST IN PEACE,N
LSSCREW,1,THE FIRST LETTER OF MY 3 KIDS NAME,LETS SCREW OR LS CREW,N
LUDA SS,2,NICKNAME AND VEHICLE TYPE,SS; no Chevy  on ANI,N
LVB4UDY,2,LIVE BEFORE YOU DIE,DY=DIE,Y
MDSWINE,2,"MDS WINE CONSULTING, LLC.  NAME OF MY COMPANY.",SWINE,Y
MFKN 67,3,KIDS NAMES AND YEAR OF CAR,MFKN = MOTHER FUCKING,N
MJEWII,4,MJEWII,JEW,N
MKNK619,2,"MECHANIC 619
I'M A MECHANIC IN SAN DIEGO",619 AREA CODE,N
MOLLY O,3,MY NAME.,DRUGS; name is Molly,Y
OKAY APE,2,"STANDS FOR ""OK BROTHER""",APE,N
NOWH8ME,2,NOW HATE ME,HATE,N
M1A1 5O,2,2ND AMMENDMENT,ABRAMS TANK WITH 50 CAL GUN,N
OG CODE,2,ORIGINAL AND GLAMOROUS CODE,OG,N
O G SAHN,2,GRANDFATHER IN JAPNESE,OG,Y
ONE BA,2,1 BAD ASS,ONE BAD ASS,N
PASTYAF,3,WHITE GIRL,PASTY AF,N
PB 1ON 3,2,DADS CAR,13,Y
PICHIR1,2,NAME,PINCHE = SCULLION IN ENGLISH; not name,Y
PIG SOO,4,WOO PIG SOOIE. ARKANSAS RAZORBACKS,PIG,N
POWER P,1,A PLAY ON WORDS FOR THE COMPANY I WORK FOR.,STANDALONE P,N
PREDT6R,2,IS THE THEME I HAVE FOR MY CAR ITS CALLED PREDATOR,PREDATOR,Y
P TTS,1,PORSCHE TWIN TURBO S,TT; Porsches on ANI,Y
RAWILLY,1,RYAN AUSTIN WILKINS IS MY FULL NAME RAWILLY FOR SHORT,RAW WILLY; true -------->,N
RDGZ BOX,1,RODRIGUEZ BOX,BOX,Y
RYDER 13,2,GRANDSON,13,N
T BAGIN,1,INSTAGRAM NAME,T BAG,N
WL HUNGG,1,"MY GIRLFRIENDS FIRST INITIAL, MIDDLE INITIAL AND LAST NAME",WELL HUNG,N
SICKKM6,2,IM LOVING BMW M6 SO IT REPRESENT MY LOVE TO MY CAR. ALSO M6 IS A POWERFUL CAR SO IT SHOWS ITS POWER FOR ME,M6; can’t see ANI,Y
SSV RED,2,MODEL OF THE ORIGIONAL MANUFACTURE,SS,Y
STIMYAZ,3,STILL LOVE MY ARIZONA DIAMOND BACKS,ASS,N
STLR OG,2,STEELER ORIGINAL,OG,Y
SWOLE V,1,CAR IS A CTS V,STANDALONE V,Y
TEAM209,2,,2O9 ARECODE,N
TEDZ SS,2,,SS; can’t see ANI,Y
TINS911,8,,911,Y
TURD PRO,10,TOYOTA RACING DEVELOPMENT PROFESSIONAL,TURD,N
TYPE 1 D,1,TYPE 1 DIABETIC,STANDALONE D,Y
U2KAYLA,2,THE BAND U2 AND MY DAUGHTERS NAME,YOU TOO,Y
WOW8888,2,MONEY,88,N
XB3ASTX,12,BEAST MENTALITY THROUGH HARD WORK ANYTHING CAN BE EARNED YOU MUST MAKE YOU A BEAST AT WHAT EVER YOU DO,3 FOR E; XBEASTX current,N
1BUKIF N,3,SPORT TEAM,FN,Y
